Bus,No,Time,State,ID (hex),DLC,Data (hex),ASCII
USB-to-CAN V2 compact  CAN-1,2 767,15:36:03.195,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 768,15:36:03.196,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 769,15:36:03.200,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 770,15:36:03.203,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 771,15:36:03.204,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 772,15:36:03.205,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 773,15:36:03.208,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 774,15:36:03.210,  E   ,18F00400,8,00 7D 7D 00 00 07 00 7D,.}}....}
USB-to-CAN V2 compact  CAN-1,2 775,15:36:03.212,  E   ,18FEF704,8,FF FF FF FF 11 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 776,15:36:03.215,  E   ,18FD0700,8,03 03 3F FF FF FF FF FF,..?.....
USB-to-CAN V2 compact  CAN-1,2 777,15:36:03.216,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 778,15:36:03.228,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 779,15:36:03.231,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 780,15:36:03.231,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 781,15:36:03.232,  E   ,18FEF704,8,FF FF FF FF 11 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 782,15:36:03.236,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 783,15:36:03.240,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 784,15:36:03.245,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 785,15:36:03.248,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 786,15:36:03.250,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 787,15:36:03.252,  E   ,18FEF704,8,FF FF FF FF 11 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 788,15:36:03.255,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 789,15:36:03.256,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 790,15:36:03.257,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 791,15:36:03.258,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 792,15:36:03.260,  E   ,18F00400,8,00 7D 7D 00 00 07 00 7D,.}}....}
USB-to-CAN V2 compact  CAN-1,2 793,15:36:03.265,  E   ,18FECA03,8,00 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 794,15:36:03.268,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 795,15:36:03.272,  E   ,18FEF704,8,FF FF FF FF 11 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 796,15:36:03.276,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 797,15:36:03.285,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 798,15:36:03.285,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 799,15:36:03.288,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 800,15:36:03.290,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 801,15:36:03.292,  E   ,18FEF704,8,FF FF FF FF 11 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 802,15:36:03.295,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 803,15:36:03.296,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 804,15:36:03.300,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 805,15:36:03.305,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 806,15:36:03.308,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 807,15:36:03.310,  E   ,18F00400,8,00 7D 7D 00 00 07 00 7D,.}}....}
USB-to-CAN V2 compact  CAN-1,2 808,15:36:03.312,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 809,15:36:03.313,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 810,15:36:03.315,  E   ,18FEE900,8,00 00 00 00 11 01 00 00,........
USB-to-CAN V2 compact  CAN-1,2 811,15:36:03.316,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 812,15:36:03.328,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 813,15:36:03.332,  E   ,18FEF704,8,FF FF FF FF 11 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 814,15:36:03.336,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 815,15:36:03.340,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 816,15:36:03.340,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 817,15:36:03.341,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 818,15:36:03.345,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 819,15:36:03.348,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 820,15:36:03.350,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 821,15:36:03.352,  E   ,18FEF704,8,FF FF FF FF 11 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 822,15:36:03.355,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 823,15:36:03.356,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 824,15:36:03.360,  E   ,18F00400,8,00 7D 7D 00 00 07 00 7D,.}}....}
USB-to-CAN V2 compact  CAN-1,2 825,15:36:03.367,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 826,15:36:03.368,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 827,15:36:03.368,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 828,15:36:03.370,  E   ,18FEEE00,8,79 49 FF FF FF FF FF FF,yI......
USB-to-CAN V2 compact  CAN-1,2 829,15:36:03.372,  E   ,18FEF704,8,FF FF FF FF 11 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 830,15:36:03.376,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 831,15:36:03.388,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 832,15:36:03.390,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 833,15:36:03.392,  E   ,18FEF704,8,FF FF FF FF 11 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 834,15:36:03.394,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 835,15:36:03.394,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 836,15:36:03.395,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 837,15:36:03.396,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 838,15:36:03.400,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 839,15:36:03.405,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 840,15:36:03.408,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 841,15:36:03.410,  E   ,18F00400,8,00 7D 7D 00 00 07 00 7D,.}}....}
USB-to-CAN V2 compact  CAN-1,2 842,15:36:03.412,  E   ,18FEF704,8,FF FF FF FF 11 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 843,15:36:03.416,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 844,15:36:03.421,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 845,15:36:03.422,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 846,15:36:03.428,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 847,15:36:03.432,  E   ,18FEF704,8,FF FF FF FF 11 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 848,15:36:03.436,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 849,15:36:03.440,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 850,15:36:03.445,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 851,15:36:03.448,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 852,15:36:03.449,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 853,15:36:03.450,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 854,15:36:03.450,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 855,15:36:03.452,  E   ,18FEF704,8,FF FF FF FF 0C 02 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 856,15:36:03.455,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 857,15:36:03.456,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 858,15:36:03.460,  E   ,18F00400,8,00 7D 7D 00 00 07 01 7D,.}}....}
USB-to-CAN V2 compact  CAN-1,2 859,15:36:03.468,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 860,15:36:03.472,  E   ,18FEF704,8,FF FF FF FF F0 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 861,15:36:03.475,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 862,15:36:03.476,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 863,15:36:03.477,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 864,15:36:03.488,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 865,15:36:03.490,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 866,15:36:03.492,  E   ,18FEF704,8,FF FF FF FF D9 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 867,15:36:03.495,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 868,15:36:03.496,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 869,15:36:03.500,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 870,15:36:03.503,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 871,15:36:03.503,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 872,15:36:03.505,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 873,15:36:03.508,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 874,15:36:03.510,  E   ,18F00400,8,00 7D 7D 00 00 07 01 7D,.}}....}
USB-to-CAN V2 compact  CAN-1,2 875,15:36:03.512,  E   ,18FEF704,8,FF FF FF FF D6 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 876,15:36:03.516,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 877,15:36:03.528,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 878,15:36:03.529,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 879,15:36:03.530,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 880,15:36:03.532,  E   ,18FEF704,8,FF FF FF FF D6 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 881,15:36:03.536,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 882,15:36:03.540,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 883,15:36:03.545,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 884,15:36:03.548,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 885,15:36:03.550,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 886,15:36:03.552,  E   ,18FEF704,8,FF FF FF FF D8 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 887,15:36:03.555,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 888,15:36:03.556,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 889,15:36:03.557,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 890,15:36:03.558,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 891,15:36:03.560,  E   ,18F00400,8,00 7D 7D 00 00 07 01 7D,.}}....}
USB-to-CAN V2 compact  CAN-1,2 892,15:36:03.568,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 893,15:36:03.572,  E   ,18FEF704,8,FF FF FF FF DA 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 894,15:36:03.576,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 895,15:36:03.584,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 896,15:36:03.585,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 897,15:36:03.588,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 898,15:36:03.590,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 899,15:36:03.592,  E   ,18FEF704,8,FF FF FF FF DC 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 900,15:36:03.595,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 901,15:36:03.596,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 902,15:36:03.600,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 903,15:36:03.605,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 904,15:36:03.608,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 905,15:36:03.610,  E   ,18F00400,8,00 7D 7D B1 03 07 02 7D,.}}....}
USB-to-CAN V2 compact  CAN-1,2 906,15:36:03.612,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 907,15:36:03.612,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 908,15:36:03.616,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 909,15:36:03.620,  E   ,18FEEF00,8,02 FF FF 00 FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 910,15:36:03.628,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 911,15:36:03.632,  E   ,18FEF704,8,FF FF FF FF E0 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 912,15:36:03.636,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 913,15:36:03.639,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 914,15:36:03.640,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 915,15:36:03.640,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 916,15:36:03.645,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 917,15:36:03.648,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 918,15:36:03.650,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 919,15:36:03.652,  E   ,18FEF704,8,FF FF FF FF E2 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 920,15:36:03.655,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 921,15:36:03.656,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 922,15:36:03.660,  E   ,18F00400,8,00 7D 7D 36 04 07 02 7D,.}}6...}
USB-to-CAN V2 compact  CAN-1,2 923,15:36:03.666,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 924,15:36:03.667,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 925,15:36:03.668,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 926,15:36:03.672,  E   ,18FEF704,8,FF FF FF FF E3 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 927,15:36:03.676,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 928,15:36:03.688,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 929,15:36:03.690,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 930,15:36:03.692,  E   ,18FEF704,8,FF FF FF FF E4 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 931,15:36:03.693,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 932,15:36:03.694,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 933,15:36:03.695,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 934,15:36:03.696,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 935,15:36:03.700,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 936,15:36:03.705,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 937,15:36:03.708,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 938,15:36:03.710,  E   ,18F00400,8,00 7D 7D 9E 04 07 02 7D,.}}....}
USB-to-CAN V2 compact  CAN-1,2 939,15:36:03.712,  E   ,18FEF704,8,FF FF FF FF E4 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 940,15:36:03.716,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 941,15:36:03.719,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 942,15:36:03.720,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 943,15:36:03.728,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 944,15:36:03.732,  E   ,18FEF704,8,FF FF FF FF E2 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 945,15:36:03.736,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 946,15:36:03.740,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 947,15:36:03.745,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 948,15:36:03.746,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 949,15:36:03.746,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 950,15:36:03.748,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 951,15:36:03.750,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 952,15:36:03.752,  E   ,18FEF704,8,FF FF FF FF E3 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 953,15:36:03.755,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 954,15:36:03.756,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 955,15:36:03.760,  E   ,18F00400,8,00 7D 7D 2B 04 07 02 7D,.}}+...}
USB-to-CAN V2 compact  CAN-1,2 956,15:36:03.768,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 957,15:36:03.772,  E   ,18FEF704,8,FF FF FF FF E4 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 958,15:36:03.773,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 959,15:36:03.774,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 960,15:36:03.776,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 961,15:36:03.788,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 962,15:36:03.790,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 963,15:36:03.792,  E   ,18FEF704,8,FF FF FF FF E6 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 964,15:36:03.795,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 965,15:36:03.796,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 966,15:36:03.800,  E   ,18FFF103,8,00 00 00 00 00 00 00 FF,........
USB-to-CAN V2 compact  CAN-1,2 967,15:36:03.802,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 968,15:36:03.802,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 969,15:36:03.805,  E   ,18FEF803,8,FF FF FF FF C0 27 FF FF,.....'..
USB-to-CAN V2 compact  CAN-1,2 970,15:36:03.808,  E   ,18FF0104,8,00 10 01 09 00 00 00 00,........
USB-to-CAN V2 compact  CAN-1,2 971,15:36:03.810,  E   ,18F00400,8,00 7D 7D 24 05 07 02 7D,.}}$...}
USB-to-CAN V2 compact  CAN-1,2 972,15:36:03.812,  E   ,18FEF704,8,FF FF FF FF E8 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 973,15:36:03.816,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 974,15:36:03.828,  E   , CFDD680,8,01 00 01 00 F0 30 3F FF,.....0?.
USB-to-CAN V2 compact  CAN-1,2 975,15:36:03.829,  E   , CFDD780,8,F3 FF FF FF FF FF FF FF,........
USB-to-CAN V2 compact  CAN-1,2 976,15:36:03.832,  E   ,18FEF704,8,FF FF FF FF E7 01 FF FF,........
USB-to-CAN V2 compact  CAN-1,2 977,15:36:03.836,  E   ,18FFF504,8,FF 82 00 FF 00 07 FF 01,........
USB-to-CAN V2 compact  CAN-1,2 978,15:36:03.840,  E   ,18FFF403,8,2A 00 00 00 00 00 00 2A,*......*
USB-to-CAN V2 compact  CAN-1,2 979,15:36:03.845,  E   ,18FFF003,8,00 00 00 00 00 00 00 00,........
